F11,F12,F13,F21,F22,F23,F31,F32,F33,W
1.0,0.07537688,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.12546355
1.0,0.08040201,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09875443
1.0,0.085427135,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13200665
1.0,0.09045226,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.06249533
1.0,0.09547739,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.061071336
1.0,0.10050251,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.033820763
1.0,0.10552764,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0022305488
1.0,0.110552765,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.10007794
1.0,0.11557789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0047635594
1.0,0.12060301,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.027061101
1.0,0.12562814,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16501766
1.0,0.13065326,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.027696636
1.0,0.1356784,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.047198575
1.0,0.14070351,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0045770407
1.0,0.14572865,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.074380234
1.0,0.15075377,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.016765757
1.0,0.1557789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.120853916
1.0,0.16080402,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0012721168
1.0,0.16582914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.03966498
1.0,0.17085427,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.037742395
1.0,0.17587939,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10161724
1.0,0.18090452,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.07233318
1.0,0.18592964,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10116234
1.0,0.19095477,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13352138
1.0,0.1959799,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.15690568
1.0,0.20100503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.12757283
1.0,0.20603015,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.15434286
1.0,0.21105528,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02988872
1.0,0.2160804,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.08451499
1.0,0.22110553,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16847809
1.0,0.22613065,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.014508112
1.0,0.23115578,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0844025
1.0,0.2361809,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010973273
1.0,0.24120602,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02268768
1.0,0.24623115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13415748
1.0,0.2512563,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12224718
1.0,0.2562814,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.014711373
1.0,0.26130652,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.052933775
1.0,0.26633164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04994048
1.0,0.2713568,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22710297
1.0,0.2763819,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07723305
1.0,0.28140703,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.035657633
1.0,0.28643215,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.039125517
1.0,0.2914573,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00708076
1.0,0.2964824,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00779951
1.0,0.30150753,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.103964634
1.0,0.30653265,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.068619564
1.0,0.3115578,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.034197666
1.0,0.31658292,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.030638307
1.0,0.32160804,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04315951
1.0,0.32663316,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1927966
1.0,0.33165827,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11468864
1.0,0.33668342,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008392982
1.0,0.34170854,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02177253
1.0,0.34673366,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.07259314
1.0,0.35175878,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23139508
1.0,0.35678393,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27019733
1.0,0.36180905,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.042057045
1.0,0.36683416,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13801546
1.0,0.37185928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12714453
1.0,0.37688443,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09785117
1.0,0.38190955,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1329664
1.0,0.38693467,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12826121
1.0,0.3919598,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.023276828
1.0,0.39698493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0075679645
1.0,0.40201005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07845657
1.0,0.40703517,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20000577
1.0,0.4120603,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12476552
1.0,0.4170854,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06710855
1.0,0.42211056,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.026505403
1.0,0.42713568,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05955557
1.0,0.4321608,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18741122
1.0,0.4371859,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.019129656
1.0,0.44221106,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15365568
1.0,0.44723618,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17918602
1.0,0.4522613,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08380255
1.0,0.45728642,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03137812
1.0,0.46231157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09880081
1.0,0.46733668,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011195712
1.0,0.4723618,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.117612
1.0,0.47738692,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0650536
1.0,0.48241204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03498754
1.0,0.4874372,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20079702
1.0,0.4924623,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.057942227
1.0,0.49748743,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25322235
1.0,0.5025126,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27254236
1.0,0.5075377,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.066753924
1.0,0.5125628,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23019922
1.0,0.51758796,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09073087
1.0,0.52261305,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07424034
1.0,0.5276382,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11757651
1.0,0.53266335,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09299759
1.0,0.53768843,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22324997
1.0,0.5427136,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15802808
1.0,0.5477387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04286103
1.0,0.5527638,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14110908
1.0,0.55778897,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05386723
1.0,0.5628141,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.038581952
1.0,0.5678392,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20906445
1.0,0.5728643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04113438
